Name,State,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100
NCGC00014496-01,0,2481.294808,2950.442346,4139.81576,3756.398009,3290.287214,2945.287788,2451.163981,1634.923296,640.740578,6764.085898,8903.246703,13190.23703,13481.72471,11881.82293,10585.44103,8952.165318,7095.814776,4362.264335,242.845504,266.432712,480.831712,617.840692,545.069128,521.273792,457.074964,396.618592,326.115848,47.44411938,62.65890925,97.39719593,105.2576153,93.20090621,83.83383628,71.36449263,59.13360989,41.68162771,5425.646902,5195.602707,9937.604412,13604.01911,11903.76552,11624.23467,10237.38562,8990.242167,7709.571916,75.11111111,88.97222222,152.0555556,171.1111111,154.1111111,145.6666667,126.6666667,101.75,69,75.19075176,84.29835274,64.68462125,44.71902392,44.46334073,41.48292659,39.53490292,30.27635733,13.929143,204.9722999,254.3784772,206.0974536,160.4967228,160.5651748,149.0907187,144.3897632,131.4039773,94.83183337,7.358954667,7.6123632,7.5129955,7.355246333,7.365799027,7.341884394,7.372176839,7.344788741,7.089474957,1.437700587,1.79025455,1.521831186,1.253066849,1.259471706,1.180758257,1.151040204,1.09506685,0.906122342,164.4135425,148.4457916,155.2750689,161.9526084,160.8616962,163.7216151,165.1191229,166.4859661,167.5993895,2.276094276
NCGC00014617-01,0,6958.772441,6847.734899,8861.353193,10193.02515,10512.4553,9730.086894,8894.507623,4634.929675,3725.224841,9657.440106,12054.50982,18113.76009,20678.88359,19357.12538,16862.79818,15165.03289,12013.16229,9304.156267,313.200815,324.06213,566.257178,754.874699,803.996993,731.286327,650.059314,539.619878,385.04669,73.04439667,87.6347323,131.1784123,156.8006101,147.2634506,129.1771126,110.7398704,91.12392592,71.6330072,6122.312487,5832.698387,10429.65655,14664.7359,15823.55558,14582.83705,12628.56853,10771.0107,7707.648356,286.4375667,102.725823,374.9650206,333.1387746,385.3539952,290.7210791,523.0185185,261.497428,171.5617284,183.1255906,171.1933725,128.4254086,108.4364377,106.1864172,108.1120766,115.513086,70.2262072,76.02499676,254.1431607,301.3627454,262.5182622,219.9881233,195.526519,187.3644242,196.9484791,182.0176105,189.8807401,8.242126711,8.10155325,8.206625768,8.030581904,8.121181747,8.125403633,8.442328753,8.176058758,7.858095714,1.922220965,2.190868307,1.901136411,1.668091597,1.487509602,1.435301251,1.438180135,1.380665544,1.461898106,161.1134865,145.8174597,151.1544427,156.0078287,159.8338948,162.0315228,164.0073835,163.1971318,157.298946,7.537830702
NCGC00014648-01,0,7355.142046,6537.749574,10515.42006,11031.03314,9065.263695,8683.878592,7234.638417,6821.450455,6615.116228,12707.24043,16116.48895,25052.22521,28586.63619,27018.75401,24946.9851,21819.03454,19687.72543,18899.09274,400.654435,437.475902,797.842036,1089.59788,1135.770528,1138.148871,1025.972242,876.50097,794.152842,97.87211372,118.3820314,192.1300048,228.8283568,221.4468474,205.2798344,179.8973353,161.3694673,153.2228796,8429.489999,8203.809118,15741.46698,22411.90941,24055.32035,24657.1924,22281.47228,18896.55196,16727.60413,154.1302107,141.1162551,238.2021605,293.8755144,290.7628601,308.7585162,281.55607,221.2993827,213.8858025,138.776265,114.6973609,101.1098083,77.14009187,59.25008951,56.02502317,52.42491607,57.80890216,62.40675687,239.7592535,282.7454201,240.8867809,199.9065468,176.5931635,160.948291,158.108946,166.8451307,178.2933277,7.559517642,7.675015825,7.671558038,7.619565594,7.423336784,7.342895942,7.434581464,7.427974322,7.492007943,1.846643655,2.076877744,1.847403892,1.600198299,1.447365016,1.324386028,1.303603879,1.367537858,1.445498864,159.0469811,143.9264758,151.3602594,156.7266393,157.224316,159.0786607,161.4599441,160.1402708,157.8075861,2.908117183
NCGC00014670-01,0,5947.814945,5888.561155,9009.295787,9266.606263,8564.522549,7536.847746,6290.078579,5803.962359,5661.147597,12216.70508,15562.03201,23847.30002,27029.54531,26176.82356,23500.23713,19575.58397,17777.3296,17322.69806,416.921725,452.504418,818.799704,1110.003016,1184.919752,1175.6779,1050.9159,859.596272,795.218504,84.11531772,106.3653994,168.5036134,198.9108201,198.2293435,181.4261068,154.3553897,139.0018887,133.1897487,8822.761796,8626.541022,16418.98316,23338.36602,25336.00405,25278.89624,23189.73631,19061.59733,16820.32555,213.2830742,166.1316872,296.632716,360.0421811,388.6471193,404.0853909,331.2139918,234.632716,257.6141975,110.1447212,101.5269165,85.80281702,63.9076294,54.90078557,48.62482417,45.25236388,50.03415827,54.96259803,226.2352793,268.3108967,227.117143,186.4106573,167.800151,151.6144331,140.8315394,153.2528413,168.1815346,7.720772685,7.80180031,7.798092419,7.655193214,7.595639436,7.58501871,7.560546043,7.41031269,7.720568,1.557691069,1.833886197,1.604796318,1.371798759,1.27070092,1.170491012,1.110470429,1.198292144,1.293104357,163.3844777,148.7334659,156.3712682,160.9542484,162.4102824,163.0896532,166.8326353,164.3241149,163.3041315,3.94968656
NCGC00014670-17,0,5947.814945,5888.561155,9009.295787,9266.606263,8564.522549,7536.847746,6290.078579,5803.962359,5661.147597,12216.70508,15562.03201,23847.30002,27029.54531,26176.82356,23500.23713,19575.58397,17777.3296,17322.69806,416.921725,452.504418,818.799704,1110.003016,1184.919752,1175.6779,1050.9159,859.596272,795.218504,84.11531772,106.3653994,168.5036134,198.9108201,198.2293435,181.4261068,154.3553897,139.0018887,133.1897487,8822.761796,8626.541022,16418.98316,23338.36602,25336.00405,25278.89624,23189.73631,19061.59733,16820.32555,213.2830742,166.1316872,296.632716,360.0421811,388.6471193,404.0853909,331.2139918,234.632716,257.6141975,110.1447212,101.5269165,85.80281702,63.9076294,54.90078557,48.62482417,45.25236388,50.03415827,54.96259803,226.2352793,268.3108967,227.117143,186.4106573,167.800151,151.6144331,140.8315394,153.2528413,168.1815346,7.720772685,7.80180031,7.798092419,7.655193214,7.595639436,7.58501871,7.560546043,7.41031269,7.720568,1.557691069,1.833886197,1.604796318,1.371798759,1.27070092,1.170491012,1.110470429,1.198292144,1.293104357,163.3844777,148.7334659,156.3712682,160.9542484,162.4102824,163.0896532,166.8326353,164.3241149,163.3041315,3.94968656
NCGC00014679-01,0,4327.871526,4786.948017,7360.444699,7989.292806,6447.522777,5878.65866,6245.389752,5986.335174,3754.193966,10237.586,13502.56448,21256.21369,24309.30696,21929.22301,20817.10259,21449.50579,20535.29239,15147.42696,327.763649,368.721896,683.250996,957.050754,990.28017,876.272114,821.958532,856.107806,788.9807,76.38948391,98.19507482,160.2184396,194.3162446,181.2275791,166.528621,169.0144397,169.0069376,134.5302193,7133.885399,6993.052414,13708.63328,20220.22339,21724.49275,19095.49117,17336.60406,18144.11457,17495.04913,90.58676269,114.6604938,191.2253086,238.2777778,237.212963,222.2345679,225.1512346,225.1851852,189.537037,96.1749228,97.69281667,80.88400768,61.45609851,47.40825571,48.58395587,55.26893586,50.73165402,34.12903605,227.501911,275.5625405,233.5847658,186.9946689,161.2442868,172.0421701,189.8186353,174.0279016,137.7038815,7.283636644,7.524936653,7.508252703,7.361928877,7.281471838,7.241918298,7.27396931,7.255150898,7.172551818,1.697544087,2.003981119,1.760642194,1.494740343,1.332555729,1.376269595,1.495703007,1.432262183,1.223001994,158.5307866,142.7153554,150.6443217,155.5401799,159.7389173,157.8139766,153.4212749,153.7636828,159.0459012,2.013039171
NCGC00014684-03,0,3984.820733,3511.268473,5027.329541,5061.544292,4945.424809,3800.600868,2460.228946,2465.49209,2308.746428,7204.693933,8599.331,12061.28372,11925.97986,10051.86019,8172.331743,6455.22245,6405.723268,6140.652951,207.806669,222.527978,342.961608,391.99713,378.819546,311.252452,209.69279,182.292868,220.085052,48.83820724,57.42229448,81.96414494,84.38759113,68.66105031,54.81382274,44.89643103,47.20075971,48.18820794,4114.998747,4062.093119,6430.754856,7701.386134,7461.360719,6190.139918,4032.745417,3478.835494,4399.474272,94.94974089,103.2427984,152.3230453,152.1934156,157.5185185,135.4032922,86.24279835,67.04938272,74.07407407,153.2623359,125.4024455,116.9146405,101.2308858,107.509235,102.7189424,94.62419023,102.7288371,79.61194579,277.1036128,307.1189643,280.4949702,238.5195972,218.5186998,220.8738309,248.2777865,266.9051361,211.7466535,7.992564192,7.947427786,7.975851349,7.8399426,8.235207522,8.412228432,8.065107308,7.595536167,7.589139724,1.878392586,2.050796231,1.906142906,1.687751823,1.492631528,1.481454669,1.726785809,1.966698321,1.661662343,158.2691826,145.0747542,149.5524385,154.0277227,162.2034939,167.3010789,155.105593,144.9514789,151.7060094,3.651913111
NCGC00014684-04,0,3984.820733,3511.268473,5027.329541,5061.544292,4945.424809,3800.600868,2460.228946,2465.49209,2308.746428,7204.693933,8599.331,12061.28372,11925.97986,10051.86019,8172.331743,6455.22245,6405.723268,6140.652951,207.806669,222.527978,342.961608,391.99713,378.819546,311.252452,209.69279,182.292868,220.085052,48.83820724,57.42229448,81.96414494,84.38759113,68.66105031,54.81382274,44.89643103,47.20075971,48.18820794,4114.998747,4062.093119,6430.754856,7701.386134,7461.360719,6190.139918,4032.745417,3478.835494,4399.474272,94.94974089,103.2427984,152.3230453,152.1934156,157.5185185,135.4032922,86.24279835,67.04938272,74.07407407,153.2623359,125.4024455,116.9146405,101.2308858,107.509235,102.7189424,94.62419023,102.7288371,79.61194579,277.1036128,307.1189643,280.4949702,238.5195972,218.5186998,220.8738309,248.2777865,266.9051361,211.7466535,7.992564192,7.947427786,7.975851349,7.8399426,8.235207522,8.412228432,8.065107308,7.595536167,7.589139724,1.878392586,2.050796231,1.906142906,1.687751823,1.492631528,1.481454669,1.726785809,1.966698321,1.661662343,158.2691826,145.0747542,149.5524385,154.0277227,162.2034939,167.3010789,155.105593,144.9514789,151.7060094,3.651913111
NCGC00014702-03,0,5418.992839,4352.128145,6545.159957,6697.068611,6681.442456,5179.194609,5501.419569,6302.919604,3680.450613,8627.881315,10203.49782,14013.28629,15264.64688,14318.25233,13159.21942,12681.09745,11786.28674,8958.66475,277.753534,284.581582,456.028198,531.803256,571.285143,586.631426,483.409242,455.053756,392.130132,63.34798867,72.33595201,102.1590156,112.7671437,111.7313793,102.3061007,95.6351511,91.30635938,75.4417279,5644.080109,5283.003556,8872.632921,10380.79422,11774.40707,12621.0547,9941.966041,9069.508076,7850.874483,171.1753925,121.850823,204.882716,200.973251,197.3382487,229.1779835,180.1337449,186.2304527,134.2407407,154.8283668,120.8924485,112.8475855,99.95624793,90.28976292,67.26226765,88.73257369,110.5775369,75.111237,246.5108947,283.4304951,241.6083844,227.8305505,193.4898963,170.8989535,204.5338299,206.7769604,182.8298929,7.935815257,7.905043944,7.862555138,7.93736203,7.7200695,7.618589948,7.796923258,7.983399228,8.002655755,1.809942533,2.009332,1.761362338,1.683091697,1.509883503,1.328650658,1.542502437,1.601865954,1.5396271,161.2594317,146.7500988,152.9764297,154.9372271,159.113609,163.9098013,160.354291,159.1141768,160.2219282,4.890725499
NCGC00014702-15,0,5418.992839,4352.128145,6545.159957,6697.068611,6681.442456,5179.194609,5501.419569,6302.919604,3680.450613,8627.881315,10203.49782,14013.28629,15264.64688,14318.25233,13159.21942,12681.09745,11786.28674,8958.66475,277.753534,284.581582,456.028198,531.803256,571.285143,586.631426,483.409242,455.053756,392.130132,63.34798867,72.33595201,102.1590156,112.7671437,111.7313793,102.3061007,95.6351511,91.30635938,75.4417279,5644.080109,5283.003556,8872.632921,10380.79422,11774.40707,12621.0547,9941.966041,9069.508076,7850.874483,171.1753925,121.850823,204.882716,200.973251,197.3382487,229.1779835,180.1337449,186.2304527,134.2407407,154.8283668,120.8924485,112.8475855,99.95624793,90.28976292,67.26226765,88.73257369,110.5775369,75.111237,246.5108947,283.4304951,241.6083844,227.8305505,193.4898963,170.8989535,204.5338299,206.7769604,182.8298929,7.935815257,7.905043944,7.862555138,7.93736203,7.7200695,7.618589948,7.796923258,7.983399228,8.002655755,1.809942533,2.009332,1.761362338,1.683091697,1.509883503,1.328650658,1.542502437,1.601865954,1.5396271,161.2594317,146.7500988,152.9764297,154.9372271,159.113609,163.9098013,160.354291,159.1141768,160.2219282,4.890725499
NCGC00014711-01,0,3576.09519,3887.512512,5472.548512,5215.644038,5257.20831,5620.692448,4835.493868,3964.774998,3488.622178,8982.046902,11164.56926,15629.42857,16019.15114,15301.21602,15581.65277,15728.99391,14654.09133,11992.47956,286.763032,302.524288,487.243792,615.985288,589.595008,547.366744,537.831048,601.64748,601.624648,60.00900557,75.35594833,108.2709148,114.0005004,106.0302613,107.2877857,112.8229677,113.3841934,93.81620212,5823.65711,5551.88832,9240.934029,12461.7183,11817.02719,10669.86171,10457.31905,12541.14615,13057.61575,182.4166667,136.25,233.1944444,243.0277778,244,265.7222222,218.5555556,211.1666667,238.3333333,96.65122135,99.679808,86.8658494,65.19555048,70.0961108,81.45931084,69.07848383,48.35091461,42.5441729,242.7580244,286.2710067,248.0861677,200.2393893,204.0162136,225.8210547,224.699913,178.7084309,146.2497507,7.750352216,7.757033026,7.734028444,7.6998161,7.861266773,7.932851362,7.683300686,7.33716439,7.336885951,1.621865015,1.932203803,1.718585949,1.425006254,1.413736817,1.554895445,1.611756681,1.382734066,1.144100026,157.3961381,142.3561108,146.6814925,155.7714788,157.5603626,154.6356769,149.3902722,152.9408067,159.2392164,4.93018018
NCGC00014711-14,0,3576.09519,3887.512512,5472.548512,5215.644038,5257.20831,5620.692448,4835.493868,3964.774998,3488.622178,8982.046902,11164.56926,15629.42857,16019.15114,15301.21602,15581.65277,15728.99391,14654.09133,11992.47956,286.763032,302.524288,487.243792,615.985288,589.595008,547.366744,537.831048,601.64748,601.624648,60.00900557,75.35594833,108.2709148,114.0005004,106.0302613,107.2877857,112.8229677,113.3841934,93.81620212,5823.65711,5551.88832,9240.934029,12461.7183,11817.02719,10669.86171,10457.31905,12541.14615,13057.61575,182.4166667,136.25,233.1944444,243.0277778,244,265.7222222,218.5555556,211.1666667,238.3333333,96.65122135,99.679808,86.8658494,65.19555048,70.0961108,81.45931084,69.07848383,48.35091461,42.5441729,242.7580244,286.2710067,248.0861677,200.2393893,204.0162136,225.8210547,224.699913,178.7084309,146.2497507,7.750352216,7.757033026,7.734028444,7.6998161,7.861266773,7.932851362,7.683300686,7.33716439,7.336885951,1.621865015,1.932203803,1.718585949,1.425006254,1.413736817,1.554895445,1.611756681,1.382734066,1.144100026,157.3961381,142.3561108,146.6814925,155.7714788,157.5603626,154.6356769,149.3902722,152.9408067,159.2392164,4.93018018
NCGC00014750-02,0,3411.731806,4208.966686,6787.046481,8156.641692,8365.314707,6689.413015,4148.509536,2084.483194,986.836708,9433.682634,12799.81848,21117.71104,26903.96,28727.5991,25051.91053,17951.07854,10642.38559,6049.481708,324.831,362.515936,698.78802,1006.775912,1212.03806,1237.85094,1035.327928,673.006312,405.732496,65.83378791,89.84841482,151.73617,198.9570867,218.8919992,198.1843335,149.6376343,93.69116581,56.57050183,7085.212522,6913.082101,14130.94149,20954.76444,25828.37155,26936.11858,23089.08006,15524.20713,9475.287296,131.9791667,117.9305556,209.6527778,293.0555556,355.2083333,387.25,312,178.6666667,96,77.53935923,87.68680596,72.97899442,60.41956809,51.00801651,40.05636536,29.42205345,22.17535313,17.014426,214.401878,266.662885,227.0721617,199.2885926,175.1682872,150.0114403,127.3126137,113.216868,104.3014088,7.382522727,7.552415333,7.513849677,7.457599348,7.390475976,7.412281078,7.342751262,7.159641617,6.995387862,1.496222452,1.871841975,1.631571721,1.473756198,1.334707312,1.186732536,1.061259818,0.99671453,0.97535348,161.0275573,144.0225438,151.9456074,155.2204773,157.4900704,161.2941232,163.7523409,165.1511397,163.3670223,2.999526515
NCGC00014810-01,0,2911.786833,2948.298925,4271.995796,4470.913106,3692.42403,3404.126469,3032.761418,2111.760218,1606.140912,6839.678387,8596.191977,12255.9897,13822.69552,12488.3177,10855.13539,9569.777146,8000.901671,6651.885858,285.313892,291.164172,492.97836,664.611992,776.03868,615.032292,581.911848,499.153112,378.73032,46.7086701,59.40950522,86.75765395,102.8195632,99.61058136,83.53417149,72.71460936,63.79983765,55.11849908,6198.719297,5585.761575,10130.59158,13911.3173,17565.63595,13539.00035,12414.69527,11182.2524,8498.522289,179.4236111,121.375,192.1527778,289.1666667,280.8888889,221.0833333,281.0833333,186.375,109.5,78.69694143,79.68375473,66.74993431,52.59897772,35.50407721,41.51373743,40.98326241,32.48861874,30.88732523,184.8561726,232.3295129,191.4998391,162.6199473,120.0799779,132.3796999,129.3213128,123.0907949,127.9208819,7.71118627,7.869301946,7.702786875,7.818964612,7.461910385,7.500393805,7.863673622,7.679278646,7.283275385,1.262396489,1.605662303,1.355588343,1.20964192,0.957794052,1.018709408,0.982629856,0.981535964,1.059971136,167.532954,150.9665291,158.2904934,163.6625564,168.9003457,165.1097603,167.7661523,172.0346523,163.4331209,4.849286787
NCGC00014918-01,0,3460.702291,3535.913368,5175.810848,5621.547561,5331.049478,4392.818286,3721.454378,2949.56783,1980.821817,6721.391669,8322.039041,12312.48666,13861.94497,12930.76379,11279.10652,9354.954412,7155.680749,4620.947891,267.160236,272.024616,477.257128,630.829956,667.59024,580.472848,502.5558,398.630608,294.922204,42.29178376,53.1782277,80.95175095,92.49589357,87.1580442,78.30676577,64.42099228,49.88891913,31.95319637,5469.878494,5125.88065,9372.043661,12692.29553,13800.60368,12251.12806,10452.68683,8384.59565,6373.920367,249.6666667,134.7222222,223.7222222,295.25,368.3333333,280.7777778,296.1944444,242.5,201.5,108.1469466,107.1488899,89.23811807,73.00711118,66.63811848,61.01136508,61.00744882,60.19526184,55.02282825,210.0434897,252.1830013,212.2842527,180.0252594,161.6345473,156.6542573,153.3599084,146.034301,128.3596637,8.348757375,8.243170182,8.228571172,8.192596831,8.344878,8.062122889,8.238619672,8.135318531,8.192283444,1.321618243,1.611461445,1.395719844,1.201245371,1.089475552,1.087593969,1.056081841,1.018141207,0.887588788,170.933703,155.3297167,161.5869597,164.8350069,172.5075459,170.1545564,171.3555218,171.1141969,177.0533435,7.802083333
NCGC00014961-02,0,5782.606375,5367.236128,8282.002784,10037.63904,10699.63802,9273.288109,9169.897356,8437.077272,7609.14304,11344.76884,14331.82237,21994.17824,26545.22933,26287.61346,24995.4811,23628.71379,21863.66367,19228.7786,381.755957,403.82191,690.27582,967.870814,1106.58609,1066.828472,980.184454,888.913946,871.935254,76.6375781,96.28909723,150.2102722,185.5907319,184.9817518,175.0861852,165.7920823,154.7262585,141.0925823,7667.690438,7378.371972,13228.91552,18876.55203,22155.65933,21143.02788,19447.88499,17523.97785,17204.49475,258.3664076,172.9372428,279.5174897,393.8323045,533.5339506,489.0102881,456.5720165,453.6687243,392.3312757,120.4709661,105.2399241,94.113668,81.60682149,76.42598585,69.72397074,74.55201102,75.33104707,70.45502815,236.3493509,281.0161249,249.9338436,215.8148726,187.7686676,187.9359481,192.1033641,195.2112828,178.0442463,7.953249104,7.918076667,7.844043409,7.868868407,7.904186357,8.021266707,7.968979301,7.936731661,8.073474574,1.59661621,1.888021514,1.706934911,1.508867739,1.321298227,1.316437483,1.347903108,1.381484451,1.306412799,159.7435508,144.6739602,150.3285855,153.4679027,158.2547095,158.9701344,158.1128861,156.464088,159.3008773,5.382633491
NCGC00014993-07,0,2338.506117,2124.52214,2660.765893,2134.680426,1909.733969,1712.97724,1516.220511,1319.463782,1122.707053,5174.555134,6369.393113,8268.002577,8301.317617,7254.826989,6248.028644,5241.230299,4234.431954,3227.633609,228.766932,219.048848,380.180788,526.39188,471.4385,408.5536,345.6687,282.7838,219.8989,34.78672248,44.32771631,62.68468763,67.06130164,58.74868842,49.72715956,40.70563071,31.68410185,22.66257299,4841.63678,4141.812384,7759.936373,11645.19211,10535.53901,9056.583851,7577.628696,6098.673541,4619.718386,207.3055556,94.83333333,192.25,182.6666667,160.4166667,148.1666667,135.9166667,123.6666667,111.4444444,80.63814197,75.87579071,53.21531786,30.49543466,30.3132376,31.72180074,33.69378913,36.65177172,41.5817427,178.4329357,227.4783255,165.3600515,118.5902517,115.1559839,115.7042341,116.4717844,117.6231098,119.5419855,7.888514897,7.823173143,7.60361576,7.519884,7.483150794,7.565807407,7.681526667,7.855105556,8.144403704,1.199542154,1.583132725,1.253693753,0.958018595,0.932518864,0.920873325,0.904569571,0.88011394,0.839354555,166.9529924,147.9218708,155.1987275,166.3598872,167.2307779,167.7145158,168.3917488,169.4075984,171.100681,7.148467433
NCGC00014993-12,0,2338.506117,2124.52214,2660.765893,2134.680426,1909.733969,1712.97724,1516.220511,1319.463782,1122.707053,5174.555134,6369.393113,8268.002577,8301.317617,7254.826989,6248.028644,5241.230299,4234.431954,3227.633609,228.766932,219.048848,380.180788,526.39188,471.4385,408.5536,345.6687,282.7838,219.8989,34.78672248,44.32771631,62.68468763,67.06130164,58.74868842,49.72715956,40.70563071,31.68410185,22.66257299,4841.63678,4141.812384,7759.936373,11645.19211,10535.53901,9056.583851,7577.628696,6098.673541,4619.718386,207.3055556,94.83333333,192.25,182.6666667,160.4166667,148.1666667,135.9166667,123.6666667,111.4444444,80.63814197,75.87579071,53.21531786,30.49543466,30.3132376,31.72180074,33.69378913,36.65177172,41.5817427,178.4329357,227.4783255,165.3600515,118.5902517,115.1559839,115.7042341,116.4717844,117.6231098,119.5419855,7.888514897,7.823173143,7.60361576,7.519884,7.483150794,7.565807407,7.681526667,7.855105556,8.144403704,1.199542154,1.583132725,1.253693753,0.958018595,0.932518864,0.920873325,0.904569571,0.88011394,0.839354555,166.9529924,147.9218708,155.1987275,166.3598872,167.2307779,167.7145158,168.3917488,169.4075984,171.100681,7.148467433
NCGC00015004-13,0,4570.005729,4347.471658,6455.205757,7374.538385,6597.114469,7259.509304,6535.524595,5081.744664,2813.981707,9147.431496,11475.29653,16990.38825,19715.10665,18239.40662,19256.00312,19286.47403,15632.26466,8570.894572,291.716445,319.156254,554.325792,753.787104,703.695432,675.723206,720.423732,749.7884,554.093406,63.55071048,78.44841695,118.6938535,141.1545956,131.9189013,138.6115334,146.8626935,129.4672193,78.68471847,6101.517388,5994.709032,10957.54671,15504.58223,14573.04238,13701.82247,14517.73746,15931.84773,12571.35981,102.9775187,118.0761317,195.4938272,254.7921811,231.1646091,222.3271605,223.6893004,209.0524691,130.9876543,120.2633087,106.0358941,90.91839094,76.02616892,72.4957634,82.49442391,68.79499574,50.81744664,37.51975609,240.7218815,279.8852811,239.301243,203.2485221,200.4330398,218.8182173,203.0155162,156.3226466,114.2785943,7.676748553,7.784298878,7.807405521,7.771001072,7.732916835,7.678672795,7.583407705,7.497884,7.38791208,1.672387118,1.913376023,1.671744415,1.455202017,1.449658256,1.575131061,1.545923089,1.294672193,1.04912958,160.5662471,146.2124154,154.3316438,159.8410539,160.1433228,155.7025281,152.8182891,159.3184773,167.6181308,2.709934702
NCGC00015007-14,0,3202.347203,3280.951383,4401.68632,4217.212285,3695.637839,3714.836759,3011.532722,2424.218536,2189.743724,7748.879679,9664.323223,13210.20816,14117.21081,12816.85219,11869.47494,10284.52846,8183.030109,7641.311852,313.831852,319.358988,546.065064,723.14894,727.855164,630.91166,612.198344,527.379872,356.407584,53.17569591,67.11414247,95.29266352,106.4975642,101.2063959,90.4498343,78.87798722,65.18831721,58.80660163,6822.143313,6160.194092,11165.39773,15259.28535,16253.92846,13728.99885,13107.91896,11932.08975,7695.471751,184.1388889,128.3333333,215.0277778,283.2777778,233.4166667,241.0277778,240.0277778,177.1666667,112.6388889,78.10602934,80.02320446,61.99558197,45.34636866,37.71059019,44.22424713,38.12066737,34.63169337,45.61966092,188.9970653,235.7152006,186.0592699,151.7979657,130.784206,141.3032731,130.1839046,116.9004301,159.1939969,7.654435415,7.78924361,7.691057239,7.775795054,7.42709351,7.510853095,7.749346127,7.533998171,7.425158,1.296968193,1.636930304,1.34215019,1.145135099,1.032718326,1.076783742,0.998455534,0.931261674,1.225137534,166.3937393,150.2486364,157.2591229,164.0783371,165.8564128,163.4404625,165.9230247,170.4584251,160.3223281,4.491192412
NCGC00015009-08,0,1119.809087,1158.437179,1376.119672,972.821705,327.387249,34.334496,0,0,0,2790.715322,3289.977566,4101.018157,3367.463299,1521.641921,360.4348164,0,0,0,98.416636,101.50246,145.462176,159.121844,124.011172,56.86848,0,0,0,19.03217743,22.58772184,29.32351198,26.04735811,14.25297651,4.134622029,0,0,0,2165.957818,2005.924855,2966.991024,3436.188994,2941.008617,1504.788173,0,0,0,49.77777778,49.33333333,64.33333333,64.33333333,42,12,0,0,0,86.13916054,89.11055223,72.42735116,46.3248431,19.25807347,4.291812,0,0,0,214.6704094,253.0751974,215.8430609,160.3553952,89.50834827,45.05435205,0,0,0,7.570510462,7.807881538,7.655904,7.577230667,7.294774824,7.10856,0,0,0,1.464013648,1.737517065,1.543342736,1.240350386,0.838410383,0.516827754,0,0,0,166.6121399,154.3019119,156.1574223,163.6280473,173.0005069,188.0985216,0,0,0,3.829059829
NCGC00015009-16,0,1119.809087,1158.437179,1376.119672,972.821705,327.387249,34.334496,0,0,0,2790.715322,3289.977566,4101.018157,3367.463299,1521.641921,360.4348164,0,0,0,98.416636,101.50246,145.462176,159.121844,124.011172,56.86848,0,0,0,19.03217743,22.58772184,29.32351198,26.04735811,14.25297651,4.134622029,0,0,0,2165.957818,2005.924855,2966.991024,3436.188994,2941.008617,1504.788173,0,0,0,49.77777778,49.33333333,64.33333333,64.33333333,42,12,0,0,0,86.13916054,89.11055223,72.42735116,46.3248431,19.25807347,4.291812,0,0,0,214.6704094,253.0751974,215.8430609,160.3553952,89.50834827,45.05435205,0,0,0,7.570510462,7.807881538,7.655904,7.577230667,7.294774824,7.10856,0,0,0,1.464013648,1.737517065,1.543342736,1.240350386,0.838410383,0.516827754,0,0,0,166.6121399,154.3019119,156.1574223,163.6280473,173.0005069,188.0985216,0,0,0,3.829059829
NCGC00015012-02,0,3858.557276,3123.640966,4752.514654,4674.034407,3879.176032,3697.122951,2925.861449,3151.778995,1857.861688,7245.293808,8783.115828,12522.59026,13893.74349,12572.96736,12129.05844,11206.50477,8350.194802,5664.176524,267.939753,269.340726,465.83726,628.532952,685.580142,540.159066,637.695682,596.396354,276.601502,51.50754029,62.24607356,90.802526,105.427404,98.63391957,91.95047245,94.52357097,72.44640029,46.98470778,5727.146428,5136.483013,9406.443369,12706.99409,15039.03987,10965.52268,14090.945,14325.7775,5650.546799,138.9844631,103.3816872,175.9660494,249.4351852,230.1286008,216.9074074,206.3734568,164.537037,102.872428,110.2444936,89.24688474,77.9100763,58.42543009,42.62830804,52.81604216,34.02164476,37.9732409,53.08176251,207.0083945,250.9461665,205.288365,173.6717936,138.1644765,173.2722634,130.308195,100.6047567,161.833615,7.655421514,7.695449314,7.636676393,7.8566619,7.533847714,7.716558086,7.41506607,7.185498241,7.902900057,1.471644008,1.778459245,1.488566,1.317842551,1.083889226,1.313578178,1.09911129,0.872848196,1.342420222,163.6327551,146.7566575,154.2039897,158.8374262,165.2641744,156.650324,163.8481977,172.5997289,161.4441943,3.97098466
