,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
1966,28,0,1,secondary,0,-504,1,1,cellular,14,may,578,1,-1,0,11,1
1967,39,4,2,tertiary,0,1738,1,0,cellular,14,may,633,1,358,1,13,1
1968,48,1,2,primary,0,214,1,1,cellular,14,may,307,1,177,2,12,1
1969,32,0,2,secondary,0,684,1,0,cellular,14,may,607,3,-1,0,11,1
1970,41,1,2,secondary,0,580,1,0,cellular,14,may,874,1,363,1,12,1
1971,34,4,2,tertiary,0,273,1,0,cellular,14,may,492,1,175,2,12,1
1972,32,1,3,secondary,0,811,1,0,cellular,14,may,563,1,-1,0,11,1
1973,34,0,2,primary,0,0,1,1,cellular,14,may,1020,1,-1,0,11,1
1974,36,6,1,tertiary,0,1354,1,0,cellular,14,may,1723,1,356,2,14,1
1975,29,0,1,secondary,0,-254,1,0,cellular,14,may,406,2,-1,0,11,1
1976,54,4,1,tertiary,0,-449,1,0,cellular,14,may,691,1,-1,0,11,1
1977,29,1,2,secondary,0,7863,1,0,cellular,14,may,1129,1,-1,0,11,1
1978,35,1,1,secondary,0,336,1,0,cellular,14,may,191,1,346,2,12,1
1979,36,1,2,secondary,0,1049,1,0,cellular,14,may,224,4,-1,0,11,1
1980,37,7,2,secondary,0,6089,1,0,cellular,14,may,616,2,-1,0,11,1
1981,37,4,1,tertiary,0,-42,1,0,cellular,14,may,668,2,-1,0,11,1
1982,31,1,3,secondary,0,953,1,0,cellular,14,may,479,1,346,2,14,1
1983,33,0,3,secondary,0,315,1,1,cellular,14,may,888,3,-1,0,11,1
1984,59,5,1,secondary,0,5845,0,0,cellular,14,may,1060,2,-1,0,11,1
1985,30,1,2,secondary,0,378,1,0,cellular,14,may,566,2,-1,0,11,1
1986,53,7,1,secondary,0,765,1,0,cellular,14,may,959,3,174,7,13,1
1987,26,1,2,secondary,0,5795,1,0,cellular,14,may,1094,2,-1,0,11,1
1988,30,0,3,secondary,0,315,1,0,cellular,14,may,884,3,346,4,12,1
1989,35,4,3,tertiary,0,916,1,0,cellular,14,may,460,2,-1,0,11,1
1990,34,0,2,secondary,0,124,1,0,telephone,14,may,604,4,366,2,13,1
1991,33,7,2,secondary,0,207,1,0,cellular,14,may,629,4,-1,0,11,1
1992,59,5,2,tertiary,0,422,1,0,cellular,14,may,647,4,-1,0,11,1
1993,36,9,3,secondary,0,125,1,0,cellular,15,may,676,3,-1,0,11,1
1994,34,7,3,secondary,0,2,1,0,cellular,15,may,153,2,-1,0,11,1
1995,39,7,3,secondary,0,7066,1,0,cellular,15,may,667,3,357,3,13,1
1996,42,7,2,secondary,0,146,1,1,cellular,15,may,670,4,346,1,12,1
1997,60,5,1,secondary,0,496,1,0,cellular,15,may,655,2,-1,0,11,1
1998,56,7,3,secondary,0,-40,1,0,cellular,15,may,311,1,368,2,12,1
1999,30,7,3,secondary,0,140,1,0,cellular,15,may,760,1,-1,0,11,1
2000,26,7,2,secondary,0,77,1,0,cellular,15,may,619,1,340,4,12,1
2001,35,1,2,primary,0,22,1,0,cellular,15,may,1190,2,302,2,13,1
2002,22,1,3,secondary,0,-51,1,0,cellular,15,may,859,1,-1,0,11,1
2003,26,1,3,secondary,0,26,1,1,cellular,15,may,899,1,-1,0,11,1
2004,28,0,3,secondary,0,154,1,0,cellular,15,may,536,1,364,1,13,1
2005,35,0,1,secondary,0,534,0,0,cellular,15,may,669,1,312,3,12,1
2006,35,3,2,tertiary,0,1265,1,0,cellular,15,may,326,5,179,4,12,1
2007,55,9,2,tertiary,0,-466,1,0,cellular,15,may,901,1,-1,0,11,1
2008,32,7,2,secondary,0,38,1,0,cellular,15,may,744,1,-1,0,11,1
2009,28,4,3,secondary,0,703,1,0,cellular,15,may,485,1,88,1,13,1
2010,31,0,2,secondary,0,685,1,0,cellular,15,may,552,1,329,3,12,1
2011,23,1,3,secondary,0,780,1,0,cellular,15,may,416,1,-1,0,11,1
2012,26,9,3,tertiary,0,-67,1,0,cellular,15,may,637,1,-1,0,11,1
2013,46,1,2,primary,0,1085,1,1,cellular,15,may,523,2,353,58,13,1
2014,34,1,2,secondary,0,29,1,0,cellular,15,may,285,5,-1,0,11,1
2015,60,4,3,tertiary,0,560,0,0,cellular,15,may,730,5,-1,0,11,1
2016,28,8,3,tertiary,0,22,1,0,cellular,15,may,536,2,-1,0,11,1
2017,29,7,2,secondary,0,6567,1,0,cellular,15,may,792,2,298,1,12,1
2018,39,2,2,secondary,0,2139,1,0,cellular,15,may,576,4,371,1,12,1
2019,54,10,2,secondary,0,582,1,0,cellular,15,may,693,5,372,2,12,1
2020,34,9,3,secondary,0,194,1,1,cellular,15,may,1015,1,-1,0,11,1
2021,27,7,3,secondary,0,353,1,0,cellular,15,may,663,1,-1,0,11,1
2022,28,7,3,secondary,0,341,1,0,cellular,15,may,437,3,347,3,13,1
2023,39,2,2,tertiary,1,-172,1,0,cellular,15,may,562,2,-1,0,11,1
2024,60,5,1,secondary,0,-639,1,0,cellular,15,may,585,1,-1,0,11,1
2025,26,8,3,secondary,0,864,1,0,cellular,15,may,659,1,-1,0,11,1
2026,32,4,2,secondary,0,134,1,1,cellular,15,may,532,3,-1,0,11,1
2027,40,0,3,secondary,0,50,0,0,cellular,15,may,837,1,-1,0,11,1
2028,25,0,3,secondary,0,507,1,0,cellular,15,may,832,1,367,3,12,1
2029,48,1,2,secondary,0,480,1,0,cellular,15,may,830,1,352,2,12,1
2030,37,2,3,secondary,0,-22,1,0,cellular,15,may,317,1,-1,0,11,1
2031,39,0,1,secondary,0,878,1,0,cellular,15,may,611,5,-1,0,11,1
2032,40,0,2,secondary,0,2574,1,0,cellular,15,may,432,1,176,1,12,1
2033,31,4,3,tertiary,0,2734,1,0,cellular,15,may,858,3,-1,0,11,1
2034,42,0,1,secondary,0,241,1,0,cellular,15,may,1012,3,-1,0,11,1
2035,51,1,2,primary,0,129,1,0,cellular,15,may,611,2,-1,0,11,1
2036,28,4,3,tertiary,0,41,1,0,cellular,15,may,885,3,352,2,13,1
2037,32,4,2,tertiary,0,3387,1,0,cellular,15,may,1111,5,-1,0,11,1
2038,36,0,3,secondary,0,148,1,0,cellular,15,may,1357,4,374,2,12,1
2039,36,1,2,secondary,0,249,1,0,cellular,15,may,709,5,-1,0,11,1
2040,38,6,3,tertiary,0,5774,1,0,cellular,15,may,406,4,359,5,13,1
2041,36,7,3,secondary,0,0,1,0,cellular,15,may,1002,4,-1,0,11,1
2042,40,1,2,primary,0,1841,1,0,cellular,15,may,880,4,-1,0,11,1
2043,37,1,2,primary,0,2120,1,0,cellular,15,may,655,3,175,4,12,1
2044,51,4,3,tertiary,0,297,1,0,cellular,15,may,415,4,375,1,12,1
2045,34,7,1,secondary,0,89,1,0,cellular,15,may,1871,4,-1,0,11,1
2046,56,1,2,primary,0,827,1,0,telephone,15,may,462,4,-1,0,11,1
2047,35,1,2,secondary,0,205,1,1,cellular,15,may,1313,7,312,1,12,1
2048,34,9,2,tertiary,0,3743,1,0,cellular,18,may,722,4,-1,0,11,1
2049,39,7,2,secondary,0,117,1,0,cellular,18,may,1032,2,-1,0,11,1
2050,29,1,2,secondary,0,-493,1,0,cellular,18,may,536,2,334,4,12,1
2051,33,4,3,tertiary,0,62,1,0,cellular,18,may,473,3,-1,0,11,1
2052,40,0,3,secondary,0,2040,1,0,cellular,18,may,906,2,350,2,12,1
2053,22,7,3,secondary,0,344,1,0,cellular,18,may,347,1,-1,0,11,1
2054,32,9,3,secondary,0,230,1,0,cellular,18,may,442,1,266,8,12,1
2055,33,0,3,secondary,0,1277,1,0,cellular,18,may,827,1,-1,0,11,1
2056,29,1,2,secondary,0,104,1,0,cellular,18,may,903,4,-1,0,11,1
2057,29,9,3,secondary,0,706,1,0,cellular,18,may,1340,1,-1,0,11,1
2058,24,1,3,secondary,0,174,1,1,cellular,18,may,487,1,-1,0,11,1
2059,31,1,3,secondary,0,239,1,0,cellular,18,may,666,1,360,1,14,1
2060,27,1,3,secondary,0,513,1,1,cellular,18,may,351,1,-1,0,11,1
2061,32,4,3,tertiary,0,7290,1,0,cellular,18,may,357,1,-1,0,11,1
2062,30,1,3,secondary,0,5909,1,0,cellular,18,may,420,2,-1,0,11,1
2063,27,7,3,secondary,0,-195,1,0,cellular,18,may,391,1,-1,0,11,1
2064,55,1,2,secondary,0,3917,1,0,cellular,18,may,565,1,-1,0,11,1
2065,28,0,3,secondary,0,352,1,1,cellular,18,may,431,1,-1,0,11,1
2066,29,9,3,tertiary,0,615,1,0,cellular,18,may,373,1,-1,0,11,1
2067,55,5,1,tertiary,0,0,0,0,cellular,18,may,616,1,370,1,14,1
2068,25,1,3,secondary,0,217,1,0,cellular,18,may,504,1,-1,0,11,1
2069,36,3,3,secondary,0,1015,1,0,cellular,18,may,1008,1,347,2,14,1
2070,27,1,2,11,0,409,1,0,cellular,18,may,525,1,-1,0,11,1
2071,25,7,3,secondary,0,1119,1,0,cellular,18,may,1063,1,-1,0,11,1
2072,32,1,3,primary,0,12198,1,0,cellular,18,may,178,1,-1,0,11,1
2073,33,0,3,tertiary,0,235,1,0,cellular,18,may,525,1,-1,0,11,1
2074,38,2,2,tertiary,0,170,1,0,cellular,18,may,442,1,-1,0,11,1
2075,45,9,1,secondary,0,-357,1,1,cellular,18,may,618,1,355,2,12,1
2076,30,1,3,secondary,0,2145,1,0,cellular,18,may,727,2,-1,0,11,1
2077,32,1,2,primary,0,-454,1,1,cellular,18,may,801,5,355,2,12,1
2078,26,1,3,primary,0,-887,1,0,cellular,18,may,827,2,-1,0,11,1
2079,25,1,3,primary,0,292,1,1,cellular,18,may,1027,2,-1,0,11,1
2080,33,1,2,secondary,0,139,1,1,cellular,18,may,732,2,291,5,12,1
2081,32,9,3,tertiary,0,2684,1,0,cellular,18,may,542,2,-1,0,11,1
2082,34,1,2,primary,0,-1,1,0,cellular,18,may,1057,6,355,1,13,1
2083,29,4,2,tertiary,0,1387,1,0,cellular,18,may,256,2,-1,0,11,1
2084,28,6,2,secondary,0,-522,1,1,cellular,18,may,638,2,-1,0,11,1
2085,38,9,3,secondary,0,-242,1,0,cellular,18,may,1173,3,278,6,14,1
2086,35,7,3,secondary,0,719,1,0,cellular,18,may,1359,3,368,3,12,1
2087,28,0,3,secondary,0,0,1,1,cellular,18,may,390,5,-1,0,11,1
2088,29,10,3,tertiary,0,497,1,0,cellular,18,may,642,3,298,6,14,1
2089,20,1,3,secondary,0,76,1,0,cellular,18,may,639,2,-1,0,11,1
2090,45,0,1,secondary,0,397,1,1,cellular,22,may,582,1,95,2,14,1
2091,37,4,2,tertiary,0,3723,0,0,cellular,22,may,354,1,-1,0,11,1
2092,32,9,3,tertiary,0,1625,0,0,cellular,22,may,796,1,109,1,12,1
2093,59,0,2,secondary,0,106,0,0,cellular,22,may,186,1,-1,0,11,1
2094,37,7,2,secondary,0,1543,1,0,cellular,22,may,298,1,10,6,12,1
2095,59,4,2,tertiary,0,2239,0,0,cellular,22,may,431,1,-1,0,11,1
2096,27,9,1,secondary,0,1977,1,0,cellular,22,may,449,1,-1,0,11,1
2097,39,4,3,tertiary,0,0,1,0,cellular,22,may,271,1,93,3,14,1
2098,43,7,2,secondary,0,2145,0,0,cellular,22,may,271,1,183,3,12,1
2099,39,9,2,secondary,0,116,0,0,cellular,22,may,554,2,-1,0,11,1
2100,26,8,3,secondary,0,620,0,0,cellular,22,may,223,1,94,1,14,1
2101,39,4,3,tertiary,0,307,0,0,cellular,22,may,182,2,-1,0,11,1
2102,43,4,1,11,0,7702,0,0,cellular,22,may,460,1,95,2,14,1
2103,27,8,3,tertiary,0,3733,1,0,cellular,22,may,198,1,98,6,14,1
2104,32,7,3,secondary,0,3993,0,0,cellular,22,may,148,2,-1,0,11,1
2105,29,4,3,tertiary,0,428,0,0,cellular,22,may,293,2,-1,0,11,1
2106,42,4,2,primary,0,5310,1,0,cellular,22,may,545,2,186,1,14,1
2107,53,1,2,11,0,2509,0,0,telephone,22,may,231,2,-1,0,11,1
2108,36,4,2,tertiary,0,255,0,0,cellular,22,may,970,2,92,2,13,1
2109,27,4,3,tertiary,0,616,1,0,cellular,22,may,685,1,101,1,13,1
2110,43,0,3,secondary,0,733,1,0,cellular,25,may,282,1,187,3,14,1
2111,60,5,1,tertiary,0,439,0,1,cellular,25,may,464,1,321,1,12,1
2112,29,9,3,secondary,0,590,0,0,cellular,25,may,124,1,-1,0,11,1
2113,26,1,3,tertiary,0,567,0,0,cellular,25,may,421,1,-1,0,11,1
2114,26,8,3,11,0,689,0,0,cellular,25,may,678,2,-1,0,11,1
2115,28,9,3,tertiary,0,386,0,0,cellular,25,may,867,1,-1,0,11,1
2116,28,9,3,tertiary,0,0,1,0,cellular,25,may,269,1,40,2,12,1
2117,28,4,3,tertiary,0,957,0,0,cellular,25,may,915,2,-1,0,11,1
2118,40,9,2,secondary,0,312,0,0,cellular,25,may,612,7,-1,0,11,1
2119,24,1,3,secondary,0,167,0,1,cellular,25,may,288,1,96,2,14,1
2120,56,5,1,tertiary,0,13094,0,0,cellular,25,may,1064,1,-1,0,11,1
2121,34,4,3,tertiary,0,5086,0,0,cellular,25,may,213,4,-1,0,11,1
2122,28,0,3,secondary,0,707,1,0,cellular,25,may,226,1,-1,0,11,1
2123,37,7,2,secondary,0,466,1,1,cellular,25,may,377,1,-1,0,11,1
2124,32,7,3,secondary,0,152,1,0,cellular,25,may,158,2,-1,0,11,1
2125,43,9,1,secondary,0,1612,0,0,cellular,25,may,262,2,353,1,13,1
2126,36,9,2,tertiary,0,911,1,1,cellular,25,may,117,2,21,3,12,1
2127,35,9,3,secondary,0,27,1,0,cellular,25,may,214,1,305,1,13,1
2128,29,9,3,secondary,0,6,0,0,cellular,25,may,315,1,-1,0,11,1
2129,27,8,3,secondary,0,253,0,0,cellular,25,may,242,2,-1,0,11,1
2130,32,9,3,tertiary,0,705,1,0,cellular,25,may,414,2,35,4,12,1
2131,33,9,3,tertiary,0,109,1,1,cellular,25,may,601,2,10,7,12,1
2132,24,8,3,secondary,0,23878,0,0,cellular,26,may,133,1,97,1,14,1
2133,58,9,2,secondary,0,3399,0,0,cellular,26,may,1078,1,97,7,13,1
2134,43,4,2,tertiary,0,79,0,0,cellular,26,may,640,1,-1,0,11,1
2135,26,4,2,tertiary,0,243,0,0,cellular,26,may,482,1,-1,0,11,1
2136,31,9,3,secondary,0,138,0,0,cellular,26,may,91,1,285,2,13,1
2137,25,4,3,tertiary,0,1317,0,0,cellular,26,may,176,1,-1,0,11,1
2138,58,5,2,secondary,0,2714,0,0,cellular,26,may,165,1,287,2,12,1
2139,48,4,1,tertiary,0,17964,1,0,cellular,26,may,208,2,96,3,13,1
2140,60,5,2,tertiary,0,846,0,0,telephone,26,may,1346,1,-1,0,11,1
2141,25,8,3,tertiary,0,326,0,0,cellular,26,may,390,1,-1,0,11,1
2142,26,8,3,secondary,0,100,0,0,cellular,26,may,445,1,-1,0,11,1
2143,25,8,3,secondary,0,304,0,0,cellular,26,may,226,2,-1,0,11,1
2144,26,8,3,tertiary,0,39,0,0,cellular,26,may,396,3,-1,0,11,1
2145,32,4,3,tertiary,0,312,0,0,cellular,26,may,208,2,98,2,14,1
2146,25,0,2,tertiary,0,906,0,0,cellular,26,may,253,1,-1,0,11,1
2147,21,0,3,secondary,0,524,0,0,cellular,26,may,185,1,-1,0,11,1
2148,41,6,3,tertiary,0,1081,0,0,cellular,27,may,229,3,-1,0,11,1
2149,30,0,3,secondary,0,983,1,0,cellular,27,may,189,2,-1,0,11,1
2150,47,0,1,secondary,0,2232,0,0,cellular,27,may,439,1,103,1,14,1
2151,37,0,2,secondary,0,1967,0,0,cellular,27,may,242,1,212,1,14,1
2152,34,0,2,secondary,0,1406,1,0,cellular,27,may,145,1,-1,0,11,1
2153,28,0,3,secondary,0,157,0,0,cellular,27,may,155,3,-1,0,11,1
2154,24,0,3,tertiary,0,0,1,0,cellular,27,may,122,2,-1,0,11,1
2155,26,0,3,secondary,0,2509,0,0,cellular,27,may,776,3,97,3,14,1
2156,35,9,2,secondary,0,1368,0,0,cellular,27,may,329,1,41,2,13,1
2157,54,5,1,tertiary,0,3076,0,0,cellular,27,may,367,2,-1,0,11,1
2158,44,4,2,tertiary,0,7818,0,0,cellular,27,may,412,1,-1,0,11,1
2159,56,0,3,secondary,0,4118,0,0,telephone,27,may,165,1,-1,0,11,1
2160,25,0,3,tertiary,0,760,1,0,cellular,27,may,223,3,89,2,12,1
2161,25,8,3,11,0,277,0,0,cellular,27,may,311,2,-1,0,11,1
2162,50,4,2,tertiary,0,253,0,0,cellular,28,may,513,9,-1,0,11,1
2163,55,0,2,secondary,0,602,0,0,cellular,1,jun,324,3,90,2,14,1
2164,57,4,2,tertiary,0,473,0,0,cellular,1,jun,295,1,-1,0,11,1
2165,48,4,2,tertiary,0,1167,1,1,cellular,1,jun,264,1,-1,0,11,1
2166,25,10,3,tertiary,0,343,0,0,cellular,1,jun,377,1,-1,0,11,1
2167,49,4,2,tertiary,0,1808,1,0,cellular,1,jun,205,1,95,1,14,1
2168,25,9,3,secondary,0,1199,0,0,cellular,1,jun,287,1,-1,0,11,1
2169,38,3,1,secondary,0,70,0,0,cellular,1,jun,263,1,-1,0,11,1
2170,45,1,2,secondary,0,1723,0,0,cellular,1,jun,166,2,-1,0,11,1
2171,33,4,2,tertiary,0,1323,0,0,cellular,1,jun,327,1,-1,0,11,1
2172,45,0,2,tertiary,0,2552,0,0,cellular,1,jun,69,1,293,7,12,1
2173,26,4,3,secondary,0,2613,0,0,cellular,1,jun,326,1,-1,0,11,1
2174,49,0,2,secondary,0,0,0,0,cellular,1,jun,1460,1,-1,0,11,1
2175,25,9,3,secondary,0,938,0,0,cellular,1,jun,1048,1,-1,0,11,1
2176,53,9,2,secondary,0,284,0,0,cellular,1,jun,781,1,-1,0,11,1
2177,43,4,2,tertiary,0,1059,0,1,cellular,1,jun,335,2,-1,0,11,1
2178,49,9,2,secondary,0,1684,0,1,cellular,1,jun,412,2,-1,0,11,1
2179,54,4,2,tertiary,0,534,0,0,cellular,1,jun,177,2,-1,0,11,1
2180,47,9,2,secondary,0,293,0,0,cellular,1,jun,251,1,90,1,14,1
2181,34,1,2,secondary,0,262,0,0,cellular,1,jun,339,1,-1,0,11,1
2182,54,7,1,secondary,0,0,0,0,cellular,1,jun,174,1,81,2,14,1
2183,43,4,1,tertiary,0,2367,0,0,cellular,1,jun,114,1,38,2,13,1
2184,23,7,3,secondary,0,31,0,0,cellular,1,jun,192,1,-1,0,11,1
2185,48,4,2,tertiary,0,3842,0,0,cellular,1,jun,215,2,-1,0,11,1
2186,30,6,3,tertiary,0,3343,0,0,cellular,1,jun,235,1,-1,0,11,1
2187,38,10,3,secondary,0,804,0,0,cellular,1,jun,1087,1,-1,0,11,1
2188,34,8,3,11,0,1011,0,0,cellular,1,jun,253,1,-1,0,11,1
2189,52,0,3,secondary,0,-528,1,1,cellular,1,jun,1144,2,-1,0,11,1
2190,27,4,3,tertiary,0,1840,0,0,cellular,1,jun,220,1,28,8,13,1
2191,40,1,2,secondary,0,1451,0,0,cellular,1,jun,314,1,-1,0,11,1
2192,47,4,2,tertiary,0,2351,0,0,cellular,2,jun,163,2,84,1,14,1
2193,26,4,3,tertiary,0,1623,0,0,cellular,2,jun,479,1,-1,0,11,1
2194,37,0,2,secondary,0,597,0,0,cellular,2,jun,395,1,-1,0,11,1
2195,34,4,2,tertiary,0,611,0,0,cellular,2,jun,350,1,-1,0,11,1
2196,26,0,3,tertiary,0,313,0,1,cellular,2,jun,199,1,96,2,14,1
2197,44,4,2,tertiary,0,1954,0,0,cellular,2,jun,294,1,-1,0,11,1
2198,29,4,3,tertiary,0,307,1,0,cellular,2,jun,690,1,-1,0,11,1
2199,40,10,3,tertiary,0,7968,0,0,cellular,2,jun,596,1,-1,0,11,1
2200,43,1,2,secondary,0,2160,0,0,cellular,2,jun,169,1,-1,0,11,1
2201,52,9,1,secondary,0,1005,1,0,cellular,2,jun,195,1,-1,0,11,1
2202,38,0,2,tertiary,0,1988,0,0,cellular,2,jun,103,1,67,4,14,1
2203,33,7,1,secondary,0,1117,0,0,cellular,2,jun,417,1,-1,0,11,1
2204,50,9,2,secondary,0,3370,0,0,cellular,2,jun,160,2,-1,0,11,1
2205,53,0,2,secondary,0,109,0,0,telephone,2,jun,270,1,-1,0,11,1
2206,42,7,2,secondary,0,1376,1,0,cellular,2,jun,271,2,92,4,14,1
2207,49,9,2,tertiary,0,523,1,0,cellular,2,jun,712,1,60,3,12,1
2208,27,9,3,tertiary,0,15161,0,0,cellular,2,jun,74,1,120,1,14,1
2209,32,0,2,tertiary,0,653,0,0,cellular,2,jun,84,1,-1,0,11,1
2210,31,8,3,tertiary,0,64,0,0,cellular,2,jun,261,2,-1,0,11,1
2211,29,9,3,secondary,0,1165,0,0,cellular,2,jun,245,1,-1,0,11,1
2212,49,7,2,secondary,0,7019,1,0,cellular,2,jun,263,1,368,3,12,1
2213,46,1,2,secondary,0,1568,1,0,cellular,2,jun,310,1,55,6,13,1
2214,57,1,2,primary,0,3109,0,0,cellular,2,jun,482,2,-1,0,11,1
2215,28,9,3,tertiary,0,4987,0,0,cellular,2,jun,924,2,113,21,14,1
2216,37,2,2,tertiary,0,189,0,0,cellular,2,jun,253,2,-1,0,11,1
2217,38,1,2,secondary,0,2467,0,0,cellular,2,jun,192,1,-1,0,11,1
2218,49,4,2,tertiary,0,5887,0,0,cellular,2,jun,181,3,293,2,12,1
2219,35,9,2,tertiary,0,1354,0,0,cellular,2,jun,250,2,-1,0,11,1
2220,29,9,2,secondary,0,23,1,0,cellular,2,jun,163,1,55,2,12,1
2221,52,9,2,secondary,0,0,0,0,cellular,2,jun,541,3,-1,0,11,1
2222,34,10,2,secondary,0,978,0,0,cellular,3,jun,262,2,71,1,14,1
2223,60,9,2,secondary,0,294,0,0,telephone,3,jun,206,4,-1,0,11,1
2224,32,6,2,secondary,0,409,0,0,cellular,3,jun,115,2,86,2,14,1
2225,27,0,3,secondary,0,261,1,1,cellular,3,jun,592,4,-1,0,11,1
2226,55,2,2,secondary,0,27624,0,0,telephone,3,jun,437,1,-1,0,11,1
2227,29,4,3,tertiary,0,3846,0,0,cellular,3,jun,313,2,-1,0,11,1
2228,42,1,2,secondary,0,2913,0,0,cellular,3,jun,705,1,195,1,12,1
2229,33,4,1,tertiary,0,2240,0,0,cellular,3,jun,198,1,-1,0,11,1
2230,29,1,2,primary,0,5,0,0,cellular,3,jun,321,1,-1,0,11,1
2231,39,0,2,secondary,0,150,0,0,cellular,3,jun,296,4,-1,0,11,1
2232,31,9,3,tertiary,0,882,0,0,cellular,3,jun,411,1,-1,0,11,1
2233,60,4,1,tertiary,0,366,0,0,cellular,3,jun,593,1,-1,0,11,1
2234,25,8,3,tertiary,0,1189,0,0,cellular,3,jun,165,1,-1,0,11,1
2235,45,0,2,secondary,0,204,1,0,cellular,3,jun,224,2,-1,0,11,1
2236,29,4,3,tertiary,0,637,1,0,cellular,3,jun,340,1,119,1,12,1
2237,55,4,1,tertiary,0,2383,0,0,cellular,3,jun,591,2,-1,0,11,1
2238,26,9,3,secondary,0,1231,1,0,cellular,3,jun,385,2,96,5,14,1
2239,30,4,3,tertiary,0,3340,0,0,cellular,3,jun,238,3,-1,0,11,1
2240,54,0,1,secondary,0,200,0,0,cellular,3,jun,170,1,-1,0,11,1
2241,39,1,3,tertiary,0,48,0,0,cellular,3,jun,539,1,-1,0,11,1
2242,26,4,3,tertiary,0,2786,0,0,cellular,3,jun,300,2,72,1,14,1
2243,57,5,2,secondary,0,5313,0,0,cellular,3,jun,200,1,-1,0,11,1
2244,39,10,2,tertiary,0,201,0,0,cellular,3,jun,699,1,119,1,12,1
2245,25,1,3,secondary,0,389,0,0,cellular,3,jun,837,1,-1,0,11,1
2246,43,1,2,primary,0,3917,0,0,cellular,3,jun,725,2,93,1,14,1
2247,32,1,2,secondary,0,889,1,0,cellular,3,jun,1076,2,85,3,13,1
2248,43,4,1,tertiary,0,481,1,0,cellular,3,jun,187,1,20,1,13,1
2249,50,4,1,tertiary,0,810,0,0,cellular,4,jun,510,3,-1,0,11,1
2250,35,7,2,secondary,0,52,1,0,cellular,4,jun,328,2,94,4,14,1
2251,37,4,2,tertiary,0,108,1,1,cellular,4,jun,262,2,-1,0,11,1
2252,42,0,3,secondary,0,684,0,0,cellular,4,jun,207,1,-1,0,11,1
2253,27,4,2,secondary,0,2071,0,0,cellular,4,jun,449,1,-1,0,11,1
2254,27,7,3,secondary,0,339,0,0,cellular,4,jun,182,1,-1,0,11,1
2255,29,4,3,tertiary,0,572,0,0,cellular,4,jun,224,1,-1,0,11,1
2256,29,8,3,secondary,0,1779,0,0,cellular,4,jun,400,1,-1,0,11,1
2257,26,8,3,secondary,0,132,0,0,cellular,4,jun,217,1,-1,0,11,1
2258,39,0,3,tertiary,0,22086,0,0,cellular,4,jun,160,1,-1,0,11,1
2259,41,7,2,secondary,0,0,1,1,cellular,4,jun,352,2,122,2,12,1
2260,29,4,2,tertiary,0,205,0,0,cellular,4,jun,787,1,-1,0,11,1
2261,33,9,3,tertiary,0,317,1,0,cellular,4,jun,323,1,80,14,13,1
2262,32,4,2,tertiary,0,4945,0,0,cellular,4,jun,160,1,119,2,13,1
2263,30,4,2,tertiary,0,419,1,0,cellular,4,jun,194,1,-1,0,11,1
2264,38,9,3,secondary,0,1130,0,0,cellular,4,jun,96,2,98,1,14,1
2265,55,0,2,secondary,0,1662,0,0,cellular,4,jun,94,2,-1,0,11,1
2266,25,0,3,secondary,0,1871,0,0,cellular,4,jun,136,1,-1,0,11,1
2267,38,2,1,secondary,0,1190,1,0,cellular,4,jun,81,2,391,3,12,1
2268,35,1,2,secondary,0,563,0,1,cellular,4,jun,147,1,119,3,12,1
2269,31,10,2,secondary,0,6,0,0,cellular,4,jun,121,4,-1,0,11,1
2270,25,7,3,secondary,0,594,0,0,cellular,4,jun,89,2,-1,0,11,1
2271,31,4,3,tertiary,0,617,0,0,cellular,4,jun,1161,1,97,2,14,1
2272,27,8,3,secondary,0,538,0,0,cellular,4,jun,124,2,-1,0,11,1
2273,34,0,3,secondary,0,303,0,0,cellular,4,jun,282,3,126,3,12,1
2274,40,0,3,secondary,0,985,1,0,cellular,4,jun,592,3,50,8,12,1
2275,27,0,2,secondary,0,897,0,0,cellular,5,jun,397,1,-1,0,11,1
2276,28,4,3,secondary,0,171,0,0,cellular,5,jun,324,1,87,1,14,1
2277,28,4,3,secondary,0,1633,0,0,cellular,5,jun,275,1,-1,0,11,1
2278,35,0,1,secondary,0,1085,0,0,cellular,5,jun,199,1,86,7,14,1
2279,58,5,2,primary,0,1980,0,0,cellular,5,jun,255,1,-1,0,11,1
2280,44,9,2,tertiary,0,1933,0,0,cellular,5,jun,462,1,-1,0,11,1
2281,57,5,2,secondary,0,1841,0,0,telephone,5,jun,302,1,-1,0,11,1
2282,25,6,3,tertiary,0,42,1,0,cellular,5,jun,149,1,94,1,14,1
2283,21,8,3,secondary,0,794,0,0,cellular,5,jun,191,1,-1,0,11,1
2284,49,9,2,secondary,0,905,0,0,cellular,5,jun,1543,1,-1,0,11,1
2285,54,4,2,tertiary,0,8295,0,0,cellular,5,jun,207,1,-1,0,11,1
2286,59,5,2,primary,0,0,0,0,cellular,5,jun,493,2,-1,0,11,1
2287,28,4,3,tertiary,0,874,1,0,cellular,5,jun,509,1,-1,0,11,1
2288,37,1,2,secondary,0,4321,0,0,cellular,5,jun,657,1,-1,0,11,1
2289,30,9,3,tertiary,0,0,1,0,cellular,5,jun,159,2,-1,0,11,1
2290,35,3,3,primary,0,745,0,0,telephone,5,jun,522,3,-1,0,11,1
